click_id,timestamp,campaign_id,visitor_id,converted
CLK_000378,2026-08-24 08:28:31,CAMP_004,VISITOR_105,True
CLK_000379,2026-08-16 08:09:31,CAMP_005,VISITOR_311,False
CLK_000380,2026-08-18 01:50:31,CAMP_005,VISITOR_254,False
CLK_000381,2026-09-04 07:45:31,CAMP_003,VISITOR_179,False
CLK_000382,2026-09-09 18:27:31,CAMP_005,VISITOR_168,False
CLK_000383,2026-09-10 21:32:31,CAMP_002,VISITOR_160,False
CLK_000384,2026-08-31 18:23:31,CAMP_005,VISITOR_119,False
CLK_000385,2026-08-15 14:49:31,CAMP_004,VISITOR_406,True
CLK_000386,2026-08-26 05:45:31,CAMP_001,VISITOR_440,False
CLK_000387,2026-08-27 11:41:31,CAMP_004,VISITOR_340,True
CLK_000388,2026-08-19 05:45:31,CAMP_001,VISITOR_415,True
CLK_000389,2026-08-25 01:22:31,CAMP_005,VISITOR_119,False
CLK_000390,2026-08-26 05:52:31,CAMP_001,VISITOR_317,False
CLK_000391,2026-08-30 17:51:31,CAMP_003,VISITOR_151,False
CLK_000392,2026-08-15 03:37:31,CAMP_002,VISITOR_371,False
CLK_000393,2026-09-07 04:24:31,CAMP_004,VISITOR_168,False
CLK_000394,2026-08-26 06:55:31,CAMP_002,VISITOR_383,False
CLK_000395,2026-08-27 03:35:31,CAMP_001,VISITOR_240,False
CLK_000396,2026-08-18 22:30:31,CAMP_002,VISITOR_138,False
CLK_000397,2026-09-13 09:47:31,CAMP_004,VISITOR_155,False
CLK_000398,2026-08-15 11:09:31,CAMP_002,VISITOR_329,False
CLK_000399,2026-09-01 13:06:31,CAMP_001,VISITOR_173,False
CLK_000400,2026-08-23 21:43:31,CAMP_004,VISITOR_349,False
CLK_000401,2026-09-10 13:04:31,CAMP_001,VISITOR_281,False
CLK_000402,2026-08-17 04:14:31,CAMP_005,VISITOR_145,False
CLK_000403,2026-08-25 18:42:31,CAMP_005,VISITOR_456,False
CLK_000404,2026-08-26 11:41:31,CAMP_002,VISITOR_210,False
CLK_000405,2026-08-15 11:38:31,CAMP_005,VISITOR_444,False
CLK_000406,2026-09-05 02:13:31,CAMP_005,VISITOR_145,False
CLK_000407,2026-09-05 01:28:31,CAMP_005,VISITOR_179,False
CLK_000408,2026-08-17 18:30:31,CAMP_001,VISITOR_210,False
CLK_000409,2026-08-20 09:25:31,CAMP_004,VISITOR_406,False
CLK_000410,2026-08-23 07:47:31,CAMP_002,VISITOR_226,False
CLK_000411,2026-09-07 17:28:31,CAMP_001,VISITOR_160,False
CLK_000412,2026-08-27 02:13:31,CAMP_003,VISITOR_466,False
CLK_000413,2026-09-13 01:49:31,CAMP_001,VISITOR_178,True
CLK_000414,2026-08-27 23:23:31,CAMP_001,VISITOR_358,False
CLK_000415,2026-08-15 15:36:31,CAMP_003,VISITOR_169,False
CLK_000416,2026-08-26 15:14:31,CAMP_003,VISITOR_271,True
CLK_000417,2026-09-07 01:28:31,CAMP_005,VISITOR_365,False
CLK_000418,2026-08-15 04:16:31,CAMP_002,VISITOR_150,False
CLK_000419,2026-08-24 11:32:31,CAMP_005,VISITOR_283,False
CLK_000420,2026-09-02 20:25:31,CAMP_003,VISITOR_393,False
CLK_000421,2026-09-01 12:25:31,CAMP_002,VISITOR_340,False
CLK_000422,2026-08-27 05:25:31,CAMP_005,VISITOR_294,False
CLK_000423,2026-08-15 23:27:31,CAMP_004,VISITOR_257,False
CLK_000424,2026-08-24 15:55:31,CAMP_003,VISITOR_160,False
CLK_000425,2026-08-18 21:33:31,CAMP_004,VISITOR_352,True
CLK_000426,2026-08-25 03:07:31,CAMP_004,VISITOR_414,True
CLK_000427,2026-09-03 23:01:31,CAMP_002,VISITOR_398,False
CLK_000428,2026-08-22 05:20:31,CAMP_001,VISITOR_456,False
CLK_000429,2026-09-13 11:11:31,CAMP_005,VISITOR_337,False
CLK_000430,2026-09-03 08:10:31,CAMP_003,VISITOR_262,False
CLK_000431,2026-08-22 18:16:31,CAMP_005,VISITOR_205,False
CLK_000432,2026-08-28 16:59:31,CAMP_001,VISITOR_349,False
CLK_000433,2026-09-01 18:49:31,CAMP_003,VISITOR_246,True
CLK_000434,2026-08-22 14:56:31,CAMP_001,VISITOR_413,False
CLK_000435,2026-08-17 22:31:31,CAMP_001,VISITOR_397,False
CLK_000436,2026-09-02 07:40:31,CAMP_002,VISITOR_202,True
CLK_000437,2026-09-01 13:47:31,CAMP_003,VISITOR_204,True
CLK_000438,2026-09-10 22:14:31,CAMP_005,VISITOR_458,False
CLK_000439,2026-08-22 20:10:31,CAMP_002,VISITOR_290,False
CLK_000440,2026-08-15 06:37:31,CAMP_003,VISITOR_382,True
CLK_000441,2026-08-17 00:29:31,CAMP_004,VISITOR_457,False
CLK_000442,2026-09-08 17:13:31,CAMP_002,VISITOR_188,False
CLK_000443,2026-08-18 14:47:31,CAMP_001,VISITOR_114,False
CLK_000444,2026-08-19 18:58:31,CAMP_001,VISITOR_187,False
CLK_000445,2026-09-12 21:42:31,CAMP_001,VISITOR_256,True
CLK_000446,2026-09-07 14:16:31,CAMP_001,VISITOR_410,False
CLK_000447,2026-09-13 19:59:31,CAMP_003,VISITOR_264,True
CLK_000448,2026-08-28 08:10:31,CAMP_005,VISITOR_366,False
CLK_000449,2026-08-17 21:40:31,CAMP_003,VISITOR_131,True
CLK_000450,2026-08-19 04:03:31,CAMP_002,VISITOR_387,False
CLK_000451,2026-09-06 05:43:31,CAMP_003,VISITOR_304,False
CLK_000452,2026-08-15 01:58:31,CAMP_003,VISITOR_128,True
CLK_000453,2026-09-01 03:07:31,CAMP_001,VISITOR_351,True
CLK_000454,2026-09-04 08:59:31,CAMP_005,VISITOR_220,False
CLK_000455,2026-09-02 11:43:31,CAMP_004,VISITOR_403,False
CLK_000456,2026-08-19 16:17:31,CAMP_003,VISITOR_138,False
CLK_000457,2026-08-23 20:31:31,CAMP_005,VISITOR_364,False
CLK_000458,2026-09-03 03:48:31,CAMP_005,VISITOR_173,False
CLK_000459,2026-08-19 14:57:31,CAMP_005,VISITOR_184,False
CLK_000460,2026-08-27 15:19:31,CAMP_001,VISITOR_125,False
CLK_000461,2026-08-26 08:49:31,CAMP_004,VISITOR_405,False
CLK_000462,2026-08-23 03:20:31,CAMP_004,VISITOR_120,False
CLK_000463,2026-09-09 07:29:31,CAMP_002,VISITOR_441,True
CLK_000464,2026-08-19 00:14:31,CAMP_003,VISITOR_239,False
CLK_000465,2026-09-13 05:19:31,CAMP_005,VISITOR_393,False
CLK_000466,2026-09-11 22:06:31,CAMP_001,VISITOR_343,False
CLK_000467,2026-09-01 14:21:31,CAMP_002,VISITOR_264,True
CLK_000468,2026-09-12 18:41:31,CAMP_005,VISITOR_363,False
CLK_000469,2026-09-04 10:47:31,CAMP_005,VISITOR_390,False
CLK_000470,2026-09-04 03:26:31,CAMP_001,VISITOR_303,False
CLK_000471,2026-09-11 14:53:31,CAMP_002,VISITOR_329,False
CLK_000472,2026-08-15 00:51:31,CAMP_005,VISITOR_328,False
CLK_000473,2026-09-10 20:04:31,CAMP_002,VISITOR_269,False
CLK_000474,2026-08-23 19:50:31,CAMP_003,VISITOR_238,False
CLK_000475,2026-09-05 10:39:31,CAMP_003,VISITOR_269,True
CLK_000476,2026-08-23 12:36:31,CAMP_002,VISITOR_294,False
CLK_000477,2026-09-08 06:54:31,CAMP_002,VISITOR_251,False
CLK_000478,2026-09-06 13:06:31,CAMP_005,VISITOR_342,False
CLK_000479,2026-08-28 02:13:31,CAMP_001,VISITOR_119,False
CLK_000480,2026-09-01 03:50:31,CAMP_004,VISITOR_481,False
CLK_000481,2026-08-16 02:44:31,CAMP_003,VISITOR_284,False
CLK_000482,2026-08-29 03:12:31,CAMP_005,VISITOR_100,True
CLK_000483,2026-08-22 11:43:31,CAMP_004,VISITOR_112,False
CLK_000484,2026-08-26 11:37:31,CAMP_001,VISITOR_472,False
CLK_000485,2026-08-30 05:24:31,CAMP_005,VISITOR_155,True
CLK_000486,2026-09-08 23:01:31,CAMP_004,VISITOR_240,True
CLK_000487,2026-08-15 21:53:31,CAMP_002,VISITOR_356,False
CLK_000488,2026-08-29 05:48:31,CAMP_003,VISITOR_252,False
CLK_000489,2026-09-12 02:25:31,CAMP_003,VISITOR_379,False
CLK_000490,2026-08-20 06:11:31,CAMP_004,VISITOR_473,False
CLK_000491,2026-09-13 15:03:31,CAMP_001,VISITOR_120,True
CLK_000492,2026-09-07 09:47:31,CAMP_001,VISITOR_318,False
CLK_000493,2026-08-25 14:45:31,CAMP_005,VISITOR_336,True
CLK_000494,2026-09-07 17:47:31,CAMP_003,VISITOR_212,True
CLK_000495,2026-08-22 22:22:31,CAMP_003,VISITOR_200,False
CLK_000496,2026-08-27 20:08:31,CAMP_003,VISITOR_220,True
CLK_000497,2026-08-18 21:51:31,CAMP_002,VISITOR_363,False
CLK_000498,2026-08-26 18:25:31,CAMP_002,VISITOR_419,False
CLK_000499,2026-08-16 13:10:31,CAMP_004,VISITOR_137,False
CLK_000500,2026-08-23 14:03:31,CAMP_001,VISITOR_385,True
CLK_000501,2026-09-13 00:11:31,CAMP_002,VISITOR_234,False
CLK_000502,2026-09-02 22:39:31,CAMP_004,VISITOR_115,False
CLK_000503,2026-09-05 18:48:31,CAMP_005,VISITOR_266,False
CLK_000504,2026-08-22 14:35:31,CAMP_004,VISITOR_419,False
CLK_000505,2026-09-09 13:18:31,CAMP_005,VISITOR_224,True
CLK_000506,2026-08-15 11:53:31,CAMP_001,VISITOR_367,False
CLK_000507,2026-09-05 18:32:31,CAMP_005,VISITOR_337,False
CLK_000508,2026-08-16 16:46:31,CAMP_003,VISITOR_383,False
CLK_000509,2026-09-03 01:34:31,CAMP_003,VISITOR_179,True
CLK_000510,2026-08-16 00:33:31,CAMP_005,VISITOR_133,False
CLK_000511,2026-08-21 12:46:31,CAMP_005,VISITOR_242,False
CLK_000512,2026-08-19 08:40:31,CAMP_005,VISITOR_245,True
CLK_000513,2026-08-25 02:17:31,CAMP_005,VISITOR_283,False
CLK_000514,2026-09-05 03:10:31,CAMP_002,VISITOR_370,False
CLK_000515,2026-08-20 15:42:31,CAMP_003,VISITOR_335,False
CLK_000516,2026-09-06 10:22:31,CAMP_005,VISITOR_478,False
CLK_000517,2026-09-06 11:20:31,CAMP_004,VISITOR_343,True
CLK_000518,2026-09-06 01:31:31,CAMP_005,VISITOR_386,False
CLK_000519,2026-08-21 22:48:31,CAMP_005,VISITOR_265,False
CLK_000520,2026-09-07 20:48:31,CAMP_002,VISITOR_340,False
CLK_000521,2026-08-16 14:08:31,CAMP_004,VISITOR_146,False
CLK_000522,2026-08-25 13:24:31,CAMP_004,VISITOR_110,False
CLK_000523,2026-09-12 16:30:31,CAMP_003,VISITOR_302,True
CLK_000524,2026-08-28 23:21:31,CAMP_004,VISITOR_239,False
CLK_000525,2026-09-08 23:08:31,CAMP_005,VISITOR_179,True
CLK_000526,2026-08-19 16:48:31,CAMP_002,VISITOR_489,False
CLK_000527,2026-08-28 16:11:31,CAMP_002,VISITOR_172,False
CLK_000528,2026-09-01 15:24:31,CAMP_003,VISITOR_347,False
CLK_000529,2026-09-03 05:33:31,CAMP_001,VISITOR_165,False
CLK_000530,2026-09-11 12:40:31,CAMP_005,VISITOR_245,False
CLK_000531,2026-08-16 07:34:31,CAMP_001,VISITOR_255,False
CLK_000532,2026-08-31 22:24:31,CAMP_004,VISITOR_127,True
CLK_000533,2026-08-16 00:12:31,CAMP_002,VISITOR_190,False
CLK_000534,2026-08-15 02:13:31,CAMP_003,VISITOR_378,True
CLK_000535,2026-09-05 06:59:31,CAMP_001,VISITOR_350,False
CLK_000536,2026-08-23 00:41:31,CAMP_003,VISITOR_430,False
CLK_000537,2026-09-11 01:42:31,CAMP_005,VISITOR_109,False
CLK_000538,2026-08-23 04:34:31,CAMP_005,VISITOR_249,False
CLK_000539,2026-09-05 01:22:31,CAMP_003,VISITOR_211,False
CLK_000540,2026-08-24 08:19:31,CAMP_005,VISITOR_326,False
CLK_000541,2026-08-28 23:40:31,CAMP_003,VISITOR_173,False
CLK_000542,2026-08-30 19:35:31,CAMP_004,VISITOR_326,False
CLK_000543,2026-09-07 19:02:31,CAMP_005,VISITOR_404,False
CLK_000544,2026-09-01 17:43:31,CAMP_003,VISITOR_201,True
CLK_000545,2026-09-04 09:25:31,CAMP_004,VISITOR_442,False
CLK_000546,2026-09-06 07:58:31,CAMP_003,VISITOR_223,False
CLK_000547,2026-08-15 06:35:31,CAMP_002,VISITOR_219,False
CLK_000548,2026-08-16 21:25:31,CAMP_005,VISITOR_144,True
CLK_000549,2026-08-15 16:31:31,CAMP_002,VISITOR_126,False
CLK_000550,2026-08-31 23:45:31,CAMP_001,VISITOR_102,False
CLK_000551,2026-08-17 08:20:31,CAMP_001,VISITOR_409,False
CLK_000552,2026-08-15 23:28:31,CAMP_005,VISITOR_496,True
CLK_000553,2026-09-13 23:46:31,CAMP_002,VISITOR_167,False
CLK_000554,2026-09-03 06:29:31,CAMP_003,VISITOR_200,False
CLK_000555,2026-08-23 11:13:31,CAMP_004,VISITOR_213,False
CLK_000556,2026-08-17 13:14:31,CAMP_005,VISITOR_382,True
CLK_000557,2026-09-03 03:13:31,CAMP_005,VISITOR_205,False
CLK_000558,2026-08-16 23:10:31,CAMP_003,VISITOR_232,False
CLK_000559,2026-08-22 01:48:31,CAMP_005,VISITOR_134,False
CLK_000560,2026-09-05 12:50:31,CAMP_001,VISITOR_122,False
CLK_000561,2026-08-29 13:37:31,CAMP_005,VISITOR_184,False
CLK_000562,2026-09-10 13:12:31,CAMP_002,VISITOR_233,True
CLK_000563,2026-09-05 23:14:31,CAMP_004,VISITOR_460,False
CLK_000564,2026-08-20 23:20:31,CAMP_001,VISITOR_371,False
CLK_000565,2026-09-09 13:13:31,CAMP_005,VISITOR_357,False
CLK_000566,2026-08-23 15:39:31,CAMP_004,VISITOR_323,False
CLK_000567,2026-08-19 03:39:31,CAMP_005,VISITOR_148,True
CLK_000568,2026-08-20 20:27:31,CAMP_001,VISITOR_447,False
CLK_000569,2026-09-03 11:38:31,CAMP_002,VISITOR_456,False
CLK_000570,2026-08-29 20:09:31,CAMP_001,VISITOR_457,False
CLK_000571,2026-08-17 01:19:31,CAMP_004,VISITOR_256,True
CLK_000572,2026-08-19 13:44:31,CAMP_002,VISITOR_471,False
CLK_000573,2026-09-08 18:24:31,CAMP_003,VISITOR_322,False
CLK_000574,2026-09-13 03:32:31,CAMP_003,VISITOR_441,False
CLK_000575,2026-08-30 02:57:31,CAMP_004,VISITOR_457,False
CLK_000576,2026-08-15 20:47:31,CAMP_002,VISITOR_443,False
CLK_000577,2026-08-21 11:16:31,CAMP_004,VISITOR_179,True
CLK_000578,2026-09-05 04:39:31,CAMP_004,VISITOR_295,False
CLK_000579,2026-08-15 18:22:31,CAMP_004,VISITOR_497,True
CLK_000580,2026-09-08 04:45:31,CAMP_005,VISITOR_251,False
CLK_000581,2026-09-07 03:40:31,CAMP_004,VISITOR_426,False
CLK_000582,2026-09-02 04:22:31,CAMP_002,VISITOR_384,True
CLK_000583,2026-08-28 02:16:31,CAMP_001,VISITOR_411,False
CLK_000584,2026-08-24 21:18:31,CAMP_003,VISITOR_249,False
CLK_000585,2026-09-06 04:51:31,CAMP_001,VISITOR_241,False
CLK_000586,2026-09-08 15:29:31,CAMP_004,VISITOR_321,False
CLK_000587,2026-08-20 11:14:31,CAMP_003,VISITOR_290,False
CLK_000588,2026-08-20 13:47:31,CAMP_003,VISITOR_237,False
CLK_000589,2026-08-22 18:33:31,CAMP_003,VISITOR_123,True
CLK_000590,2026-08-29 02:49:31,CAMP_002,VISITOR_498,True
CLK_000591,2026-08-26 23:25:31,CAMP_003,VISITOR_352,False
CLK_000592,2026-08-17 14:52:31,CAMP_004,VISITOR_278,False
CLK_000593,2026-09-09 04:05:31,CAMP_001,VISITOR_352,False
CLK_000594,2026-08-27 01:33:31,CAMP_002,VISITOR_327,False
CLK_000595,2026-09-03 13:16:31,CAMP_003,VISITOR_174,False
CLK_000596,2026-08-27 23:47:31,CAMP_001,VISITOR_289,True
CLK_000597,2026-08-22 06:07:31,CAMP_005,VISITOR_183,True
CLK_000598,2026-09-06 16:03:31,CAMP_002,VISITOR_439,False
CLK_000599,2026-09-04 13:57:31,CAMP_004,VISITOR_173,False
CLK_000600,2026-09-09 07:42:31,CAMP_003,VISITOR_360,False
CLK_000601,2026-08-26 23:29:31,CAMP_001,VISITOR_372,False
CLK_000602,2026-08-30 13:02:31,CAMP_005,VISITOR_129,True
CLK_000603,2026-08-21 18:04:31,CAMP_005,VISITOR_187,True
CLK_000604,2026-08-17 16:31:31,CAMP_005,VISITOR_207,False
CLK_000605,2026-08-23 16:56:31,CAMP_004,VISITOR_500,False
CLK_000606,2026-08-17 09:16:31,CAMP_002,VISITOR_240,False
CLK_000607,2026-09-01 08:04:31,CAMP_004,VISITOR_324,False
CLK_000608,2026-09-02 07:08:31,CAMP_005,VISITOR_325,True
CLK_000609,2026-08-20 17:18:31,CAMP_004,VISITOR_183,False
CLK_000610,2026-08-30 09:40:31,CAMP_001,VISITOR_168,False
CLK_000611,2026-08-29 09:59:31,CAMP_001,VISITOR_396,False
CLK_000612,2026-09-13 22:44:31,CAMP_004,VISITOR_242,False
CLK_000613,2026-08-28 01:51:31,CAMP_004,VISITOR_276,False
CLK_000614,2026-09-04 18:55:31,CAMP_005,VISITOR_353,False
CLK_000615,2026-09-03 01:19:31,CAMP_005,VISITOR_104,False
CLK_000616,2026-08-15 20:43:31,CAMP_001,VISITOR_488,False
CLK_000617,2026-08-22 11:48:31,CAMP_005,VISITOR_216,True
CLK_000618,2026-08-20 23:04:31,CAMP_005,VISITOR_260,False
CLK_000619,2026-08-25 07:32:31,CAMP_004,VISITOR_154,True
CLK_000620,2026-08-30 00:58:31,CAMP_003,VISITOR_377,False
CLK_000621,2026-08-15 13:54:31,CAMP_001,VISITOR_305,True
CLK_000622,2026-08-29 11:23:31,CAMP_004,VISITOR_177,False
CLK_000623,2026-09-03 03:54:31,CAMP_005,VISITOR_205,False
CLK_000624,2026-08-31 01:50:31,CAMP_004,VISITOR_347,False
CLK_000625,2026-09-05 17:29:31,CAMP_004,VISITOR_432,False
CLK_000626,2026-08-25 04:38:31,CAMP_001,VISITOR_123,False
CLK_000627,2026-09-11 09:08:31,CAMP_004,VISITOR_498,False
CLK_000628,2026-09-06 10:47:31,CAMP_005,VISITOR_135,False
CLK_000629,2026-08-24 01:21:31,CAMP_003,VISITOR_347,False
CLK_000630,2026-08-30 12:50:31,CAMP_005,VISITOR_302,False
CLK_000631,2026-08-28 16:33:31,CAMP_004,VISITOR_221,False
CLK_000632,2026-09-05 15:37:31,CAMP_002,VISITOR_211,False
CLK_000633,2026-08-20 05:49:31,CAMP_002,VISITOR_326,True
CLK_000634,2026-08-15 20:18:31,CAMP_005,VISITOR_386,False
CLK_000635,2026-08-21 20:50:31,CAMP_001,VISITOR_105,False
CLK_000636,2026-08-21 07:38:31,CAMP_005,VISITOR_490,False
CLK_000637,2026-09-12 19:47:31,CAMP_005,VISITOR_473,False
CLK_000638,2026-08-21 01:34:31,CAMP_003,VISITOR_386,False
CLK_000639,2026-08-24 11:48:31,CAMP_001,VISITOR_267,True
CLK_000640,2026-09-08 06:33:31,CAMP_002,VISITOR_181,False
CLK_000641,2026-09-12 12:57:31,CAMP_002,VISITOR_295,False
CLK_000642,2026-09-04 03:53:31,CAMP_003,VISITOR_166,False
CLK_000643,2026-08-25 07:33:31,CAMP_004,VISITOR_428,True
CLK_000644,2026-09-03 12:18:31,CAMP_005,VISITOR_170,False
CLK_000645,2026-08-18 10:27:31,CAMP_003,VISITOR_240,False
CLK_000646,2026-08-25 05:14:31,CAMP_002,VISITOR_287,True
CLK_000647,2026-09-03 10:00:31,CAMP_001,VISITOR_374,False
CLK_000648,2026-08-31 23:58:31,CAMP_005,VISITOR_329,False
CLK_000649,2026-09-08 02:59:31,CAMP_004,VISITOR_348,True
CLK_000650,2026-09-06 17:31:31,CAMP_002,VISITOR_463,False
CLK_000651,2026-08-19 17:27:31,CAMP_001,VISITOR_196,True
CLK_000652,2026-08-15 12:04:31,CAMP_003,VISITOR_380,False
CLK_000653,2026-08-22 14:08:31,CAMP_004,VISITOR_177,True
CLK_000654,2026-08-23 00:37:31,CAMP_004,VISITOR_453,False
CLK_000655,2026-09-01 10:25:31,CAMP_003,VISITOR_176,False
CLK_000656,2026-09-13 20:10:31,CAMP_004,VISITOR_282,False
CLK_000657,2026-08-25 07:39:31,CAMP_004,VISITOR_393,False
CLK_000658,2026-08-27 03:59:31,CAMP_005,VISITOR_219,False
CLK_000659,2026-08-29 03:44:31,CAMP_002,VISITOR_104,True
CLK_000660,2026-08-15 08:43:31,CAMP_003,VISITOR_104,False
CLK_000661,2026-08-19 16:28:31,CAMP_002,VISITOR_282,False
CLK_000662,2026-08-18 02:37:31,CAMP_001,VISITOR_274,False
CLK_000663,2026-09-12 02:21:31,CAMP_004,VISITOR_175,False
CLK_000664,2026-08-16 10:49:31,CAMP_003,VISITOR_284,False
CLK_000665,2026-08-20 09:47:31,CAMP_004,VISITOR_403,False
CLK_000666,2026-09-02 04:49:31,CAMP_005,VISITOR_163,True
CLK_000667,2026-08-22 11:27:31,CAMP_001,VISITOR_437,False
CLK_000668,2026-09-03 04:55:31,CAMP_005,VISITOR_203,False
CLK_000669,2026-09-03 05:34:31,CAMP_002,VISITOR_151,False
CLK_000670,2026-08-24 20:13:31,CAMP_005,VISITOR_257,False
CLK_000671,2026-09-08 04:06:31,CAMP_005,VISITOR_388,False
CLK_000672,2026-09-09 05:00:31,CAMP_001,VISITOR_160,False
CLK_000673,2026-08-17 07:14:31,CAMP_003,VISITOR_206,False
CLK_000674,2026-08-25 07:52:31,CAMP_001,VISITOR_461,True
CLK_000675,2026-08-28 05:07:31,CAMP_002,VISITOR_181,False
CLK_000676,2026-09-05 13:59:31,CAMP_003,VISITOR_155,True
CLK_000677,2026-08-24 01:26:31,CAMP_001,VISITOR_188,True
CLK_000678,2026-09-04 04:50:31,CAMP_003,VISITOR_220,False
CLK_000679,2026-09-02 05:35:31,CAMP_003,VISITOR_467,False
CLK_000680,2026-08-18 20:05:31,CAMP_001,VISITOR_415,False
CLK_000681,2026-08-28 14:15:31,CAMP_002,VISITOR_169,True
CLK_000682,2026-09-03 14:16:31,CAMP_005,VISITOR_215,False
CLK_000683,2026-08-26 04:20:31,CAMP_001,VISITOR_495,False
CLK_000684,2026-09-09 06:45:31,CAMP_005,VISITOR_418,False
CLK_000685,2026-08-16 08:03:31,CAMP_004,VISITOR_110,True
CLK_000686,2026-08-23 11:31:31,CAMP_005,VISITOR_361,False
CLK_000687,2026-08-23 11:07:31,CAMP_004,VISITOR_258,False
CLK_000688,2026-09-13 09:58:31,CAMP_005,VISITOR_410,True
CLK_000689,2026-08-18 05:25:31,CAMP_003,VISITOR_134,False
CLK_000690,2026-08-21 07:28:31,CAMP_005,VISITOR_291,False
CLK_000691,2026-08-16 07:26:31,CAMP_004,VISITOR_452,False
CLK_000692,2026-08-15 04:11:31,CAMP_002,VISITOR_163,False
CLK_000693,2026-09-08 08:34:31,CAMP_004,VISITOR_120,False
CLK_000694,2026-08-16 01:38:31,CAMP_001,VISITOR_239,False
CLK_000695,2026-09-08 14:07:31,CAMP_005,VISITOR_463,False
CLK_000696,2026-08-19 23:50:31,CAMP_003,VISITOR_484,True
CLK_000697,2026-08-24 03:03:31,CAMP_003,VISITOR_183,False
CLK_000698,2026-09-01 15:55:31,CAMP_002,VISITOR_459,False
CLK_000699,2026-09-12 08:02:31,CAMP_003,VISITOR_343,False
CLK_000700,2026-08-25 07:51:31,CAMP_003,VISITOR_345,False
CLK_000701,2026-08-27 23:01:31,CAMP_004,VISITOR_168,False
CLK_000702,2026-08-15 14:50:31,CAMP_005,VISITOR_400,False
CLK_000703,2026-08-28 08:31:31,CAMP_005,VISITOR_441,False
CLK_000704,2026-08-29 14:46:31,CAMP_002,VISITOR_180,False
CLK_000705,2026-08-26 22:05:31,CAMP_002,VISITOR_112,False
CLK_000706,2026-08-29 19:06:31,CAMP_002,VISITOR_274,False
CLK_000707,2026-09-02 02:43:31,CAMP_005,VISITOR_303,False
CLK_000708,2026-09-03 05:27:31,CAMP_005,VISITOR_122,True
CLK_000709,2026-08-20 11:46:31,CAMP_004,VISITOR_107,False
CLK_000710,2026-09-07 10:02:31,CAMP_003,VISITOR_417,False
CLK_000711,2026-09-08 00:36:31,CAMP_004,VISITOR_182,False
CLK_000712,2026-09-10 14:01:31,CAMP_003,VISITOR_186,False
CLK_000713,2026-08-24 01:56:31,CAMP_003,VISITOR_443,False
CLK_000714,2026-09-06 14:08:31,CAMP_001,VISITOR_232,True
CLK_000715,2026-08-29 09:23:31,CAMP_003,VISITOR_118,False
CLK_000716,2026-09-06 03:08:31,CAMP_002,VISITOR_161,False
CLK_000717,2026-08-23 08:47:31,CAMP_005,VISITOR_380,False
CLK_000718,2026-08-17 08:18:31,CAMP_002,VISITOR_150,False
CLK_000719,2026-09-04 08:34:31,CAMP_005,VISITOR_323,True
CLK_000720,2026-09-11 12:34:31,CAMP_003,VISITOR_300,True
CLK_000721,2026-08-30 07:32:31,CAMP_005,VISITOR_132,False
CLK_000722,2026-08-28 16:05:31,CAMP_003,VISITOR_500,False
CLK_000723,2026-09-07 18:29:31,CAMP_003,VISITOR_259,False
CLK_000724,2026-08-24 20:35:31,CAMP_001,VISITOR_439,False
CLK_000725,2026-09-11 03:35:31,CAMP_004,VISITOR_355,False
CLK_000726,2026-09-11 02:13:31,CAMP_004,VISITOR_100,False
CLK_000727,2026-08-27 01:01:31,CAMP_002,VISITOR_151,True
CLK_000728,2026-08-16 11:36:31,CAMP_001,VISITOR_445,False
CLK_000729,2026-09-06 14:09:31,CAMP_003,VISITOR_160,False
CLK_000730,2026-08-22 23:57:31,CAMP_005,VISITOR_319,False
CLK_000731,2026-09-13 11:17:31,CAMP_004,VISITOR_404,True
CLK_000732,2026-09-09 15:26:31,CAMP_001,VISITOR_304,False
CLK_000733,2026-09-12 15:50:31,CAMP_003,VISITOR_448,False
CLK_000734,2026-08-18 17:50:31,CAMP_005,VISITOR_472,False
CLK_000735,2026-08-25 08:04:31,CAMP_002,VISITOR_324,False
CLK_000736,2026-08-27 21:41:31,CAMP_005,VISITOR_275,False
CLK_000737,2026-09-10 20:35:31,CAMP_003,VISITOR_233,False
CLK_000738,2026-09-08 09:26:31,CAMP_004,VISITOR_364,False
CLK_000739,2026-09-13 06:10:31,CAMP_003,VISITOR_116,False
CLK_000740,2026-08-22 14:10:31,CAMP_004,VISITOR_418,False
CLK_000741,2026-08-27 02:02:31,CAMP_004,VISITOR_293,False
CLK_000742,2026-08-23 22:51:31,CAMP_005,VISITOR_212,True
CLK_000743,2026-09-02 02:29:31,CAMP_002,VISITOR_410,False
CLK_000744,2026-08-20 15:45:31,CAMP_003,VISITOR_305,True
CLK_000745,2026-09-04 10:45:31,CAMP_001,VISITOR_323,True
CLK_000746,2026-09-12 19:16:31,CAMP_005,VISITOR_243,False
CLK_000747,2026-08-31 07:12:31,CAMP_003,VISITOR_488,False
CLK_000748,2026-08-23 19:25:31,CAMP_003,VISITOR_382,False
CLK_000749,2026-08-19 06:20:31,CAMP_003,VISITOR_338,False
CLK_000750,2026-08-16 05:20:31,CAMP_001,VISITOR_389,False
CLK_000751,2026-08-23 07:16:31,CAMP_003,VISITOR_127,False
CLK_000752,2026-08-29 00:13:31,CAMP_005,VISITOR_174,True
CLK_000753,2026-08-20 03:43:31,CAMP_001,VISITOR_362,False
CLK_000754,2026-08-28 21:50:31,CAMP_004,VISITOR_250,False
